NO,NAMAUPT,GARDU INDUK,BAY_PENGHANTAR,MERK,TIPE,TGL_OPRS,THN_BUAT,USIA,FASA,MERK BUSHING,TYPE BUSHING,NO SERI,JENIS BUSHING ,LEVEL MINYAK,HASIL THERMOVISI,KONDISI FISIK,Nilai Tadel,HASIL UJI TANDEL,KONDISI CENTER TAP,KETERANGAN,
241,UPT SALATIGA,GI 150KV BANTUL,TRF#1 150/20kV,XIAN,SFZ-60000/150,30-Jun-1998,1995,28,R,HAEFELY,COT 650-800 SP,N993/94,OIP,,,,,GOOD,,,
242,UPT SALATIGA,GI 150KV BANTUL,TRF#1 150/20kV,XIAN,SFZ-60000/150,30-Jun-1998,1995,28,S,HAEFELY,COT 650-800 SP,N994/94,OIP,,,,,GOOD,,,
243,UPT SALATIGA,GI 150KV BANTUL,TRF#1 150/20kV,XIAN,SFZ-60000/150,30-Jun-1998,1995,28,T,HAEFELY,COT 650-800 SP,N1042/94,OIP,,,,,GOOD,,,
244,UPT SALATIGA,GI 150KV BANTUL,TRF#2 150/20kV,CG PAUWELS,ORF.60/275,16-Des-2014,2013,11,R,HSP,STARIP 170-1250E=3spez,N3232278,RIP,,,,,,,,
245,UPT SALATIGA,GI 150KV BANTUL,TRF#2 150/20kV,CG PAUWELS,ORF.60/275,16-Des-2014,2013,11,S,HSP,STARIP 170-1250E=3spez,N321427,RIP,,,,,,,,
246,UPT SALATIGA,GI 150KV BANTUL,TRF#2 150/20kV,CG PAUWELS,ORF.60/275,16-Des-2014,2013,11,T,HSP,STARIP 170-1250E=3spez,N3231426,RIP,,,,,,,,
247,UPT SALATIGA,GI 150KV BANYUDONO,TRF#2 150/20kV,PAUWELS TRAFO ASIA,ORF.60/275,15-Sep-2009,2009,16,R,ABB,RTF 170-750/1250 B,1ZXC348538,OIP,NORMAL,NORMAL,NORMAL,,GOOD,NORMAL,,
248,UPT SALATIGA,GI 150KV BANYUDONO,TRF#2 150/20kV,PAUWELS TRAFO ASIA,ORF.60/275,15-Sep-2009,2009,16,S,ABB,RTF 170-750/1250 B,1ZXC348537,OIP,NORMAL,NORMAL,NORMAL,,GOOD,NORMAL,,
249,UPT SALATIGA,GI 150KV BANYUDONO,TRF#2 150/20kV,PAUWELS TRAFO ASIA,ORF.60/275,15-Sep-2009,2009,16,T,ABB,RTF 170-750/1250 B,1ZXC348539,OIP,NORMAL,NORMAL,NORMAL,,GOOD,NORMAL,,
250,UPT SALATIGA,GI 150KV BANYUDONO,TRF#3 150/22kV,CG PAUWELS,ORF.60/275,1-Nov-2017,2015,8,R,ABB,RTF 170-750/1250 B,,RIP,,,,,,,,
251,UPT SALATIGA,GI 150KV BANYUDONO,TRF#3 150/22kV,CG PAUWELS,ORF.60/275,1-Nov-2017,2015,8,S,ABB,RTF 170-750/1250 B,,RIP,,,,,,,,
252,UPT SALATIGA,GI 150KV BANYUDONO,TRF#3 150/22kV,CG PAUWELS,ORF.60/275,1-Nov-2017,2015,8,T,ABB,RTF 170-750/1250 B,,RIP,,,,,,,,
253,UPT SALATIGA,GI 150KV BANYUDONO,TRF#1 150/20kV,CG PAUWELS,ORF.60/275,13-Apr-2017,2016,9,R,HSP,RTF 170-750/1250 B,N5250172,RIP,,,,,,,,
254,UPT SALATIGA,GI 150KV BANYUDONO,TRF#1 150/20kV,CG PAUWELS,ORF.60/275,13-Apr-2017,2016,9,S,HSP,RTF 170-750/1250 B,N5250145,RIP,,,,,,,,
255,UPT SALATIGA,GI 150KV BANYUDONO,TRF#1 150/20kV,CG PAUWELS,ORF.60/275,13-Apr-2017,2016,9,T,HSP,RTF 170-750/1250 B,N5250173,RIP,,,,,,,,
256,UPT SALATIGA,GI 150KV BAWEN,TRF#1 150/20kV,CG PAUWELS,ORF.60/275,8-Apr-2011,2011,15,R,TRENCH,COT 750-800/0012231/1,10D3274,OIP,NORMAL,NORMAL,NORMAL,,GOOD,NORMAL,,
257,UPT SALATIGA,GI 150KV BAWEN,TRF#1 150/20kV,CG PAUWELS,ORF.60/275,8-Apr-2011,2011,15,S,TRENCH,COT 750-800/0012231/1,10D3278,OIP,NORMAL,NORMAL,NORMAL,,GOOD,NORMAL,,
258,UPT SALATIGA,GI 150KV BAWEN,TRF#1 150/20kV,CG PAUWELS,ORF.60/275,8-Apr-2011,2011,15,T,TRENCH,COT 750-800/0012231/1,10D3272,OIP,NORMAL,NORMAL,NORMAL,,GOOD,NORMAL,,
259,UPT SALATIGA,GI 150KV BAWEN,TRF#2 150/22kV,CG PAUWELS,ORF.60/275,2-Agu-2019,2017,6,R,TRENCH,COT 750-800/0012231/1,06A4091,OIP,NORMAL,NORMAL,NORMAL,,GOOD,NORMAL,,
260,UPT SALATIGA,GI 150KV BAWEN,TRF#2 150/22kV,CG PAUWELS,ORF.60/275,2-Agu-2019,2017,6,S,TRENCH,COT 750-800/0012231/1,06A4092,OIP,NORMAL,NORMAL,NORMAL,,GOOD,NORMAL,,
261,UPT SALATIGA,GI 150KV BAWEN,TRF#2 150/22kV,CG PAUWELS,ORF.60/275,2-Agu-2019,2017,6,T,TRENCH,COT 750-800/0012231/1,06A4093,OIP,NORMAL,NORMAL,NORMAL,,GOOD,NORMAL,,
262,UPT SALATIGA,GI 150KV BOYOLALI,TRF#1 150/22kV,CG PAUWELS,POWER TRANSFORMER,25-Apr-2024,2019,2,R,HSP,STARIP 170-1250E=3spez,263394,RIP,,,,,,,,
263,UPT SALATIGA,GI 150KV BOYOLALI,TRF#1 150/22kV,CG PAUWELS,POWER TRANSFORMER,25-Apr-2024,2019,2,S,HSP,STARIP 170-1250E=3spez,,RIP,,,,,,,,
264,UPT SALATIGA,GI 150KV BOYOLALI,TRF#1 150/22kV,CG PAUWELS,POWER TRANSFORMER,25-Apr-2024,2019,2,T,HSP,STARIP 170-1250E=3spez,,RIP,,,,,,,,
265,UPT SALATIGA,GI 150KV BRINGIN,TRF#1 150/20kV,CG PAUWELS,ORF.60/275,7-Apr-2011,2011,15,R,TRENCH,COT 750-800/0021936/3,10 D 3300,OIP,NORMAL,NORMAL,NORMAL,,GOOD,NORMAL,,
266,UPT SALATIGA,GI 150KV BRINGIN,TRF#1 150/20kV,CG PAUWELS,ORF.60/275,7-Apr-2011,2011,15,S,TRENCH,COT 750-800/0021936/3,10 D 3265,OIP,NORMAL,NORMAL,NORMAL,,GOOD,NORMAL,,
267,UPT SALATIGA,GI 150KV BRINGIN,TRF#1 150/20kV,CG PAUWELS,ORF.60/275,7-Apr-2011,2011,15,T,TRENCH,COT 750-800/0021936/3,10 D 3299,OIP,NORMAL,NORMAL,NORMAL,,GOOD,NORMAL,,
268,UPT SALATIGA,GI 150KV BRINGIN,TRF#2 150/20kV,UNINDO,P060LEC,2-Mei-2023,2014,3,R,PASSONIVILLA,PNO.170.750.800,HH03038512,OIP,NORMAL,NORMAL,NORMAL,,GOOD,NORMAL,,
269,UPT SALATIGA,GI 150KV BRINGIN,TRF#2 150/20kV,UNINDO,P060LEC,2-Mei-2023,2014,3,S,PASSONIVILLA,PNO.170.750.800,HH03038510,OIP,NORMAL,NORMAL,NORMAL,,GOOD,NORMAL,,
270,UPT SALATIGA,GI 150KV BRINGIN,TRF#2 150/20kV,UNINDO,P060LEC,2-Mei-2023,2014,3,T,PASSONIVILLA,PNO.170.750.800,HH0303851,OIP,NORMAL,NORMAL,NORMAL,,GOOD,NORMAL,,
271,UPT SALATIGA,GI 150KV GODEAN,TRF#2 150/20kV,CG PAUWELS,ORF.60/275,4-Apr-2017,2016,9,R,HSP,STARIP 170-1250E=3spez,N6250394,RIP,,,,,,,,
272,UPT SALATIGA,GI 150KV GODEAN,TRF#2 150/20kV,CG PAUWELS,ORF.60/275,4-Apr-2017,2016,9,S,HSP,STARIP 170-1250E=3spez,N6250395,RIP,,,,,,,,
273,UPT SALATIGA,GI 150KV GODEAN,TRF#2 150/20kV,CG PAUWELS,ORF.60/275,4-Apr-2017,2016,9,T,HSP,STARIP 170-1250E=3spez,N6250396,RIP,,,,,,,,
274,UPT SALATIGA,GI 150KV GODEAN,TRF#1 150/22kV,CG PAUWELS,ORF.60/275,6-Jun-2018,2017,8,R,HSP,STARIP 170-1250E=3spez,N7263338,RIP,,,,,,,,
275,UPT SALATIGA,GI 150KV GODEAN,TRF#1 150/22kV,CG PAUWELS,ORF.60/275,6-Jun-2018,2017,8,S,HSP,STARIP 170-1250E=3spez,N7263345,RIP,,,,,,,,
276,UPT SALATIGA,GI 150KV GODEAN,TRF#1 150/22kV,CG PAUWELS,ORF.60/275,6-Jun-2018,2017,8,T,HSP,STARIP 170-1250E=3spez,N7262545,RIP,,,,,,,,
277,UPT SALATIGA,GI 150KV GONDANGREJO,TRF#1 150/20kV,UNINDO,N-RANGE,5-Nov-2012,2011,13,R,PASSONIVILLA,PNO.170.750.800,142935,OIP,,,,,GOOD,,,
278,UPT SALATIGA,GI 150KV GONDANGREJO,TRF#1 150/20kV,UNINDO,N-RANGE,5-Nov-2012,2011,13,S,PASSONIVILLA,PNO.170.750.800,142938,OIP,,,,,GOOD,,,
279,UPT SALATIGA,GI 150KV GONDANGREJO,TRF#1 150/20kV,UNINDO,N-RANGE,5-Nov-2012,2011,13,T,PASSONIVILLA,PNO.170.750.800,142961,OIP,,,,,GOOD,,,
280,UPT SALATIGA,GI 150KV GONDANGREJO,TRF#2 150/22kV,CG PAUWELS,ORF.60/275,13-Des-2016,2015,9,R,ABB,RTF 170-750/1250 B,1ZCD11180402,RIP,,,,,,,,
281,UPT SALATIGA,GI 150KV GONDANGREJO,TRF#2 150/22kV,CG PAUWELS,ORF.60/275,13-Des-2016,2015,9,S,ABB,RTF 170-750/1250 B,1ZCD11176330,RIP,,,,,,,,
282,UPT SALATIGA,GI 150KV GONDANGREJO,TRF#2 150/22kV,CG PAUWELS,ORF.60/275,13-Des-2016,2015,9,T,ABB,RTF 170-750/1250 B,1ZCD11180401,RIP,,,,,,,,
283,UPT SALATIGA,GI 150KV JAJAR,TRF#1 150/22kV,B&D TRANSFORMER,PX-070-FOMB,15-Feb-2023,2020,3,R,HSP,STARIP170-1250E=3SPEZ.,276847,RIP,,,,,,,,
284,UPT SALATIGA,GI 150KV JAJAR,TRF#1 150/22kV,B&D TRANSFORMER,PX-070-FOMB,15-Feb-2023,2020,3,S,HSP,STARIP170-1250E=3SPEZ.,276848,RIP,,,,,,,,
285,UPT SALATIGA,GI 150KV JAJAR,TRF#1 150/22kV,B&D TRANSFORMER,PX-070-FOMB,15-Feb-2023,2020,3,T,HSP,STARIP170-1250E=3SPEZ.,276850,RIP,,,,,,,,
286,UPT SALATIGA,GI 150KV JAJAR,TRF#2 150/20kV,CG PAUWELS,ORF.60/325,,2016,126,R,HSP,STARIP 170-1250 E,N5250166,RIP,,,,,,,,
287,UPT SALATIGA,GI 150KV JAJAR,TRF#2 150/20kV,CG PAUWELS,ORF.60/325,,2016,126,S,HSP,STARIP 170-1250 E,N5250166,RIP,,,,,,,,
288,UPT SALATIGA,GI 150KV JAJAR,TRF#2 150/20kV,CG PAUWELS,ORF.60/325,,2016,126,T,HSP,STARIP 170-1250 E,N5250166,RIP,,,,,,,,
289,UPT SALATIGA,GI 150KV JAJAR,TRF#3 150/22kV,CG PAUWELS,ORF.60/275,30-Agu-2018,2017,7,R,HSP,STARIP170-1250E=3SPEZ.,266235,RIP,,,,,,,,
290,UPT SALATIGA,GI 150KV JAJAR,TRF#3 150/22kV,CG PAUWELS,ORF.60/275,30-Agu-2018,2017,7,S,HSP,STARIP170-1250E=3SPEZ.,266233,RIP,,,,,,,,
291,UPT SALATIGA,GI 150KV JAJAR,TRF#3 150/22kV,CG PAUWELS,ORF.60/275,30-Agu-2018,2017,7,T,HSP,STARIP170-1250E=3SPEZ.,N7263335,RIP,,,,,,,,
292,UPT SALATIGA,GI 150KV JELOK,TRF#1 150/30kV (HV),B&D TRANSFORMER,PX-042-A00B,9-Sep-2020,2019,5,R,HSP,STARIP 170-1250E=3spez,276760,RIP,,,,,,,,
293,UPT SALATIGA,GI 150KV JELOK,TRF#1 150/30kV (HV),B&D TRANSFORMER,PX-042-A00B,9-Sep-2020,2019,5,S,HSP,STARIP 170-1250E=3spez,276837,RIP,,,,,,,,
294,UPT SALATIGA,GI 150KV JELOK,TRF#1 150/30kV (HV),B&D TRANSFORMER,PX-042-A00B,9-Sep-2020,2019,5,T,HSP,STARIP 170-1250E=3spez,272170,RIP,,,,,,,,
295,UPT SALATIGA,GI 150KV KALASAN,TRF#1 150/22kV,BAMBANG DJAJA,PX-001-FOHB,21-Jan-2024,2019,2,R,HSP,STARIP 170-1250 E,272174,RIP,,,,,,,,
296,UPT SALATIGA,GI 150KV KALASAN,TRF#1 150/22kV,BAMBANG DJAJA,PX-001-FOHB,21-Jan-2024,2019,2,S,HSP,STARIP 170-1250 E,272173,RIP,,,,,,,,
297,UPT SALATIGA,GI 150KV KALASAN,TRF#1 150/22kV,BAMBANG DJAJA,PX-001-FOHB,21-Jan-2024,2019,2,T,HSP,STARIP 170-1250 E,270402,RIP,,,,,,,,
298,UPT SALATIGA,GI 150KV KALASAN,TRF#2 150/22kV,BAMBANG DJAJA,PX-001-FOHB,21-Jan-2024,2019,2,R,HSP,STARIP 170-1250 E,272162,RIP,,,,,,,,
299,UPT SALATIGA,GI 150KV KALASAN,TRF#2 150/22kV,BAMBANG DJAJA,PX-001-FOHB,21-Jan-2024,2019,2,S,HSP,STARIP 170-1250 E,272167,RIP,,,,,,,,
300,UPT SALATIGA,GI 150KV KALASAN,TRF#2 150/22kV,BAMBANG DJAJA,PX-001-FOHB,21-Jan-2024,2019,2,T,HSP,STARIP 170-1250 E,272168,RIP,,,,,,,,
301,UPT SALATIGA,GI 150KV KENTUNGAN,TRF#2 150/20kV,XIAN,SFZ-60000/150,25-Jun-1999,1995,27,R,HAEFELY,COT 650-800 SP,RN1012T,OIP,,,,,GOOD,,,
302,UPT SALATIGA,GI 150KV KENTUNGAN,TRF#2 150/20kV,XIAN,SFZ-60000/150,25-Jun-1999,1995,27,S,HAEFELY,COT 650-800 SP,,OIP,,,,,GOOD,,,
303,UPT SALATIGA,GI 150KV KENTUNGAN,TRF#2 150/20kV,XIAN,SFZ-60000/150,25-Jun-1999,1995,27,T,HAEFELY,COT 650-800 SP,,OIP,,,,,GOOD,,,
304,UPT SALATIGA,GI 150KV KLATEN,TRF#1 150/20kV,UNINDO,MPT,8-Mar-2016,2014,10,R,PASSONIVILLA,PNO 170 750 800,HH03040528,OIP,,,,,GOOD,,,
305,UPT SALATIGA,GI 150KV KLATEN,TRF#1 150/20kV,UNINDO,MPT,8-Mar-2016,2014,10,S,PASSONIVILLA,PNO 170 750 800,HH03040529,OIP,,,,,GOOD,,,
306,UPT SALATIGA,GI 150KV KLATEN,TRF#1 150/20kV,UNINDO,MPT,8-Mar-2016,2014,10,T,PASSONIVILLA,PNO 170 750 800,HH03040530,OIP,,,,,GOOD,,,
307,UPT SALATIGA,GI 150KV KLATEN,TRF#2 150/22kV,CG PAUWELS,ORF.60/275,20-Mei-2018,2017,8,R,ABB,RTF 170-750/1250B ,1ZCD11542717,RIP,,,,,,,,
308,UPT SALATIGA,GI 150KV KLATEN,TRF#2 150/22kV,CG PAUWELS,ORF.60/275,20-Mei-2018,2017,8,S,ABB,RTF 170-750/1250B ,1ZCD11475346,RIP,,,,,,,,
309,UPT SALATIGA,GI 150KV KLATEN,TRF#2 150/22kV,CG PAUWELS,ORF.60/275,20-Mei-2018,2017,8,T,ABB,RTF 170-750/1250B ,1ZCD11542716,RIP,,,,,,,,
310,UPT SALATIGA,GI 150KV KLATEN,TRF#3 150/22kV,ABB,1ZKZ469152Z2626,13-Jul-2019,2018,7,R,ABB,RTF 170-750/1250B ,1ZCD11790629,RIP,,,,,,,,
311,UPT SALATIGA,GI 150KV KLATEN,TRF#3 150/22kV,ABB,1ZKZ469152Z2626,13-Jul-2019,2018,7,S,ABB,RTF 170-750/1250B ,1ZCD11790630,RIP,,,,,,,,
312,UPT SALATIGA,GI 150KV KLATEN,TRF#3 150/22kV,ABB,1ZKZ469152Z2626,13-Jul-2019,2018,7,T,ABB,RTF 170-750/1250B ,1ZCD11790631,RIP,,,,,,,,
313,UPT SALATIGA,GI 150KV MASARAN,TRF#1 150/20kV,ELIN,SFZ-60000/150,15-Nov-2007,2007,18,R,HAEFELY,COT 750-800,60061,OIP,,,,,GOOD,,,
314,UPT SALATIGA,GI 150KV MASARAN,TRF#1 150/20kV,ELIN,SFZ-60000/150,15-Nov-2007,2007,18,S,HAEFELY,COT 750-800,60059,OIP,,,,,GOOD,,,
315,UPT SALATIGA,GI 150KV MASARAN,TRF#1 150/20kV,ELIN,SFZ-60000/150,15-Nov-2007,2007,18,T,HAEFELY,COT 750-800,60060,OIP,,,,,GOOD,,,
316,UPT SALATIGA,GI 150KV KENTUNGAN,TRF#3 150/20kV,UNINDO,MPT,14-Sep-2016,2015,9,R,PASSONIVILLA,PNO 170 750 800,HH03040527,OIP,,,,,GOOD,,,
317,UPT SALATIGA,GI 150KV KENTUNGAN,TRF#3 150/20kV,UNINDO,MPT,14-Sep-2016,2015,9,S,PASSONIVILLA,PNO 170 750 800,HH03040533,OIP,,,,,GOOD,,,
318,UPT SALATIGA,GI 150KV KENTUNGAN,TRF#3 150/20kV,UNINDO,MPT,14-Sep-2016,2015,9,T,PASSONIVILLA,PNO 170 750 800,HH03040535,OIP,,,,,GOOD,,,
319,UPT SALATIGA,GI 150KV KENTUNGAN,TRF#4 150/20kV,UNINDO,MPT,6-Mei-2013,2013,13,R,HSP,STARIP 170-1250 E,229163,RIP,,,,,,,,
320,UPT SALATIGA,GI 150KV KENTUNGAN,TRF#4 150/20kV,UNINDO,MPT,6-Mei-2013,2013,13,S,HSP,STARIP 170-1250 E,229168,RIP,,,,,,,,
321,UPT SALATIGA,GI 150KV KENTUNGAN,TRF#4 150/20kV,UNINDO,MPT,6-Mei-2013,2013,13,T,HSP,STARIP 170-1250 E,229164,RIP,,,,,,,,
322,UPT SALATIGA,GI 150KV MASARAN,TRF#2 150/20kV,CG PAUWELS,ORF.60/275,18/09/2014,2013,11,R,HSP,STARIP 170-1250 E,,RIP,,,,,,,,
323,UPT SALATIGA,GI 150KV MASARAN,TRF#2 150/20kV,CG PAUWELS,ORF.60/275,18/09/2014,2013,11,S,HSP,STARIP 170-1250 E,,RIP,,,,,,,,
324,UPT SALATIGA,GI 150KV MASARAN,TRF#2 150/20kV,CG PAUWELS,ORF.60/275,18/09/2014,2013,11,T,HSP,STARIP 170-1250 E,,RIP,,,,,,,,
325,UPT SALATIGA,GI 150KV MASARAN,TRF#3 150/22kV,CG PAUWELS,ORF.60/275,21-Sep-2018,2017,7,R,HSP,STARIP 170-1250 E,N7263352,RIP,,,,,,,,
326,UPT SALATIGA,GI 150KV MASARAN,TRF#3 150/22kV,CG PAUWELS,ORF.60/275,21-Sep-2018,2017,7,S,HSP,STARIP 170-1250 E,N7266234,RIP,,,,,,,,
327,UPT SALATIGA,GI 150KV MASARAN,TRF#3 150/22kV,CG PAUWELS,ORF.60/275,21-Sep-2018,2017,7,T,HSP,STARIP 170-1250 E,N7263352,RIP,,,,,,,,
328,UPT SALATIGA,GI 150KV MEDARI,TRF#1 150/20kV,XIAN,SFZ-30000/150,19-Des-1996,1995,29,R,HAEFELY,COT 650-800 SO,N1019/94,OIP,,,,,GOOD,,,
329,UPT SALATIGA,GI 150KV MEDARI,TRF#1 150/20kV,XIAN,SFZ-30000/150,19-Des-1996,1995,29,S,HAEFELY,COT 650-800 SO,N1019/94,OIP,,,,,GOOD,,,
330,UPT SALATIGA,GI 150KV MEDARI,TRF#1 150/20kV,XIAN,SFZ-30000/150,19-Des-1996,1995,29,T,HAEFELY,COT 650-800 SO,N1019/94,OIP,,,,,GOOD,,,
331,UPT SALATIGA,GI 150KV MEDARI,TRF#2 150/22kV,B&D TRANSFORMER,PX-001-FOHB,5-Mar-2018,2017,8,R,HSP,STARIP 170-1600E3 spez,N7260672,RIP,,,,,,,,
332,UPT SALATIGA,GI 150KV MEDARI,TRF#2 150/22kV,B&D TRANSFORMER,PX-001-FOHB,5-Mar-2018,2017,8,S,HSP,STARIP 170-1600E3 spez,N7260671,RIP,,,,,,,,
333,UPT SALATIGA,GI 150KV MEDARI,TRF#2 150/22kV,B&D TRANSFORMER,PX-001-FOHB,5-Mar-2018,2017,8,T,HSP,STARIP 170-1600E3 spez,N7260673,RIP,,,,,,,,
334,UPT SALATIGA,GI 150KV MEDARI,TRF#3 150/22kV,UNINDO,MPT,23-Apr-2018,2017,8,R,,,,RIP,,,,,,,,
335,UPT SALATIGA,GI 150KV MEDARI,TRF#3 150/22kV,UNINDO,MPT,23-Apr-2018,2017,8,S,,,,RIP,,,,,,,,
336,UPT SALATIGA,GI 150KV MEDARI,TRF#3 150/22kV,UNINDO,MPT,23-Apr-2018,2017,8,T,,,,RIP,,,,,,,,
337,UPT SALATIGA,GI 150KV MOJOSONGO,TRF#1 150/20kV,UNINDO,P060LEC,20-Mar-2012,2011,14,R,PASSONIVILLA,PNO 170 750 800,140788,OIP,NORMAL,NORMAL,NORMAL,,GOOD,NORMAL,,
338,UPT SALATIGA,GI 150KV MOJOSONGO,TRF#1 150/20kV,UNINDO,P060LEC,20-Mar-2012,2011,14,S,PASSONIVILLA,PNO 170 750 800,140790,OIP,NORMAL,NORMAL,NORMAL,,GOOD,NORMAL,,
339,UPT SALATIGA,GI 150KV MOJOSONGO,TRF#1 150/20kV,UNINDO,P060LEC,20-Mar-2012,2011,14,T,PASSONIVILLA,PNO 170 750 800,140791,OIP,NORMAL,NORMAL,NORMAL,,GOOD,NORMAL,,
340,UPT SALATIGA,GI 150KV MOJOSONGO,TRF#2 150/20kV,CG PAUWELS,ORF.60/275,16-Mei-2017,2016,9,R,HSP,STARIP 170-1250 E,N6250329,RIP,,,,,,,,
341,UPT SALATIGA,GI 150KV MOJOSONGO,TRF#2 150/20kV,CG PAUWELS,ORF.60/275,16-Mei-2017,2016,9,S,HSP,STARIP 170-1250 E,N6250330,RIP,,,,,,,,
342,UPT SALATIGA,GI 150KV MOJOSONGO,TRF#2 150/20kV,CG PAUWELS,ORF.60/275,16-Mei-2017,2016,9,T,HSP,STARIP 170-1250 E,N250328,RIP,,,,,,,,
343,UPT SALATIGA,GI 150KV NGUNTORONADI,TRF#1 150/20kV,SHANDONG TAIKAI,SFZ11-60000/150,24-Okt-2012,2012,13,R,PASSONIVILLA,PNO 170.750.800,110894,OIP,,,,,GOOD,,,
344,UPT SALATIGA,GI 150KV NGUNTORONADI,TRF#1 150/20kV,SHANDONG TAIKAI,SFZ11-60000/150,24-Okt-2012,2012,13,S,PASSONIVILLA,PNO 170.750.800,201409,OIP,,,,,GOOD,,,
345,UPT SALATIGA,GI 150KV NGUNTORONADI,TRF#1 150/20kV,SHANDONG TAIKAI,SFZ11-60000/150,24-Okt-2012,2012,13,T,PASSONIVILLA,PNO 170.750.800,110894,OIP,,,,,GOOD,,,
346,UPT SALATIGA,GI 150KV PALUR,TRF#2 150/20kV,XIAN,SFZ-60000/150,22-Okt-1997,1995,28,R,HAEFELY,COT 650-800 Sp,N1034/94,OIP,,,,,GOOD,,,Valid Nameplate dan Foto
347,UPT SALATIGA,GI 150KV PALUR,TRF#2 150/20kV,XIAN,SFZ-60000/150,22-Okt-1997,1995,28,S,HAEFELY,COT 650-800 Sp,N0695/94,OIP,,,,,GOOD,,,Valid Nameplate dan Foto
348,UPT SALATIGA,GI 150KV PALUR,TRF#2 150/20kV,XIAN,SFZ-60000/150,22-Okt-1997,1995,28,T,HAEFELY,COT 650-800 Sp,N1023/94,OIP,,,,,GOOD,,,Valid Nameplate dan Foto
349,UPT SALATIGA,GI 150KV PALUR,TRF#4 150/22kV,UNINDO,MPT,12-Jan-2021,2019,5,R,PASSONIVILLA,PNR.170.750.1250,HH03200828,RIP,,,,,,,,Valid Nameplate dan Foto
350,UPT SALATIGA,GI 150KV PALUR,TRF#4 150/22kV,UNINDO,MPT,12-Jan-2021,2019,5,S,PASSONIVILLA,PNR.170.750.1250,HH03200829,RIP,,,,,,,,Valid Nameplate dan Foto
351,UPT SALATIGA,GI 150KV PALUR,TRF#4 150/22kV,UNINDO,MPT,12-Jan-2021,2019,5,T,PASSONIVILLA,PNR.170.750.1250,HH03200845,RIP,,,,,,,,Valid Nameplate dan Foto
352,UPT SALATIGA,GI 150KV PEDAN,TRF#2 150/20kV,UNINDO,N-RANGE,12-Mei-2009,2006,17,R,HSP,STARIP 170-1250 E,N5250166,RIP,,,,,,,,
353,UPT SALATIGA,GI 150KV PEDAN,TRF#2 150/20kV,UNINDO,N-RANGE,12-Mei-2009,2006,17,S,HSP,STARIP 170-1250 E,N5 250117,RIP,,,,,,,,
354,UPT SALATIGA,GI 150KV PEDAN,TRF#2 150/20kV,UNINDO,N-RANGE,12-Mei-2009,2006,17,T,HSP,STARIP 170-1250 E,N5250165,RIP,,,,,,,,
355,UPT SALATIGA,GI 150KV PEDAN,TRF#1 150/22kV,CG PAUWELS,ORF.60/275,29-Okt-2016,2016,9,R,HSP,STARIP 170-1250,,RIP,,,,,,,,
356,UPT SALATIGA,GI 150KV PEDAN,TRF#1 150/22kV,CG PAUWELS,ORF.60/275,29-Okt-2016,2016,9,S,HSP,STARIP 170-1250,,RIP,,,,,,,,
357,UPT SALATIGA,GI 150KV PEDAN,TRF#1 150/22kV,CG PAUWELS,ORF.60/275,29-Okt-2016,2016,9,T,HSP,STARIP 170-1250,,RIP,,,,,,,,
358,UPT SALATIGA,GI 150KV PURWOREJO,TRF#2 150/20kV,UNINDO,N-RANGE,20-Mei-2012,2011,14,R,PASSONIVILLA,PNO 170 750 800,140795,OIP,,,,,GOOD,,,
359,UPT SALATIGA,GI 150KV PURWOREJO,TRF#2 150/20kV,UNINDO,N-RANGE,20-Mei-2012,2011,14,S,PASSONIVILLA,PNO 170 750 800,140795,OIP,,,,,GOOD,,,
360,UPT SALATIGA,GI 150KV PURWOREJO,TRF#2 150/20kV,UNINDO,N-RANGE,20-Mei-2012,2011,14,T,PASSONIVILLA,PNO 170 750 800,140795,OIP,,,,,GOOD,,,
361,UPT SALATIGA,GI 150KV PURWOREJO,TRF#1 150/20kV,PAUWELS TRAFO ASIA,ORF.30/275,17-Des-2024,2003,1,R,TRENCH,COT 750-800/0007895/1,C 3415,OIP,,,,,GOOD,,,
362,UPT SALATIGA,GI 150KV PURWOREJO,TRF#1 150/20kV,PAUWELS TRAFO ASIA,ORF.30/275,17-Des-2024,2003,1,S,TRENCH,COT 750-800/0007895/1,C 3416,OIP,,,,,GOOD,,,
363,UPT SALATIGA,GI 150KV PURWOREJO,TRF#1 150/20kV,PAUWELS TRAFO ASIA,ORF.30/275,17-Des-2024,2003,1,T,TRENCH,COT 750-800/0007895/1,C 3417,OIP,,,,,GOOD,,,
364,UPT SALATIGA,GI 150KV PALUR,TRF#1 150/20kV,CG PAUWELS,ORF.60/275,11-Apr-2011,2011,15,R,TRENCH,COT,,OIP,,,,,GOOD,,,
365,UPT SALATIGA,GI 150KV PALUR,TRF#1 150/20kV,CG PAUWELS,ORF.60/275,11-Apr-2011,2011,15,S,TRENCH,COT,,OIP,,,,,GOOD,,,
366,UPT SALATIGA,GI 150KV PALUR,TRF#1 150/20kV,CG PAUWELS,ORF.60/275,11-Apr-2011,2011,15,T,TRENCH,COT,,OIP,,,,,GOOD,,,
367,UPT SALATIGA,GI 150KV PALUR,TRF#3 150/20kV,CG PAUWELS,ORF.60/275,1-Okt-2012,2011,13,R,TRENCH,COT,,OIP,,,,,GOOD,,,
